Date,ACWI,AGG,GOLD
2014/7/16,0.890424263,0.993610208,1.162672604
2014/7/17,0.882268148,0.990016638,1.158534497
2014/7/18,0.890385881,0.986003648,1.153981787
2014/7/21,0.906060447,0.991507084,1.162312845
2014/7/22,0.9083164,0.986626334,1.157640535
2014/7/23,0.908180369,0.990289058,1.145745668
2014/7/24,0.923126971,0.988085098,1.146406905
2014/7/25,0.923817746,0.989282381,1.161636071
2014/7/28,0.935460291,0.987118624,1.157020214
2014/7/29,0.944352695,0.989974142,1.160724849
2014/7/30,0.945378778,0.992634849,1.153766042
2014/7/31,0.941380522,0.995720022,1.157687803
2014/8/1,0.942798144,0.997863704,1.165357702
2014/8/4,0.953730053,0.996233595,1.151228593
2014/8/5,0.960374068,0.996114059,1.149858567
2014/8/6,0.962492129,0.993535308,1.145813668
2014/8/7,0.967722327,0.994347153,1.150123496
2014/8/8,0.989076776,0.989343737,1.161619715
2014/8/11,0.974020376,0.988974379,1.163860454
2014/8/12,0.971075963,0.984706872,1.142006854
2014/8/13,0.972958438,0.989946046,1.148754763
2014/8/14,0.971747705,0.994807124,1.154147238
2014/8/15,0.97768962,0.989817211,1.162633246
2014/8/18,0.969564132,0.986103815,1.163293541
2014/8/19,0.968870026,0.982060299,1.170208267
2014/8/20,0.964347107,0.983536034,1.178082424
2014/8/21,0.972527316,0.980833132,1.18880985
2014/8/22,0.955390254,0.981150604,1.199760762
2014/8/25,0.961737585,0.982782019,1.203521144
2014/8/26,0.970107074,0.984767365,1.203164227
2014/8/27,0.967993822,0.98580909,1.203735544
2014/8/28,0.976498724,0.983265211,1.20850554
2014/8/29,0.972222421,0.983824935,1.216249052
2014/9/1,0.96561301,0.983507372,1.229503018
2014/9/2,0.972125413,0.985221207,1.225128125
2014/9/3,0.989223915,0.984595013,1.237941954
2014/9/4,0.987014271,0.983343807,1.245424955
2014/9/5,1.003224632,0.985961778,1.245832297
2014/9/8,1.00993596,0.988190404,1.245471723
2014/9/9,1.014015587,0.989369331,1.237695755
2014/9/10,1.006296756,0.988931708,1.246938641
2014/9/11,0.993301479,0.993460517,1.266596734
2014/9/12,0.98814198,0.992943735,1.268582818
2014/9/15,0.99414222,0.993074224,1.268082283
2014/9/16,0.983460599,0.992887142,1.266430237
2014/9/17,0.987728316,0.994222138,1.270452315
2014/9/18,0.984322966,0.993911411,1.274164539
2014/9/19,0.965549927,0.996119373,1.267437926
2014/9/22,0.95541907,1.003451455,1.27047801
2014/9/23,0.965032403,1.004697695,1.285660219
2014/9/24,0.96501994,1.003144739,1.272497079
2014/9/25,0.967771602,1.009538351,1.265555731
2014/9/26,0.966213683,1.01406022,1.259315823
2014/9/29,0.956208254,1.016142183,1.256820453
2014/9/30,0.950666249,1.015213005,1.239292481
2014/10/1,0.948945004,1.018331676,1.242927021
2014/10/2,0.941854268,1.019183661,1.249939368
2014/10/3,0.946320196,1.017728829,1.246488936
2014/10/6,0.937469057,1.019643959,1.250715302
2014/10/7,0.946416944,1.018077173,1.254527642
2014/10/8,0.939829272,1.016432803,1.26232832
2014/10/9,0.927752026,1.011561776,1.259814663
2014/10/10,0.935288891,1.017133678,1.269501148
2014/10/13,0.922439083,1.018228822,1.264571319
2014/10/14,0.919835936,1.011464598,1.274447103
2014/10/15,0.918849488,1.009400683,1.274010911
2014/10/16,0.915128175,1.012202512,1.272285715
2014/10/17,0.910988939,1.007748475,1.257901412
2014/10/20,0.897890253,1.012255207,1.262014845
2014/10/21,0.899017858,1.008898615,1.262092821
2014/10/22,0.913760516,1.007670444,1.250146326
2014/10/23,0.9181337,1.012990811,1.257958512
2014/10/24,0.911574418,1.017655525,1.257333587
2014/10/27,0.922754046,1.011835788,1.260617635
2014/10/28,0.9254331,1.013149166,1.272785913
2014/10/29,0.928249227,1.014358243,1.294815554
2014/10/30,0.930150238,1.008337309,1.289874208
2014/10/31,0.920839389,1.012773499,1.292072331
2014/11/3,0.899004809,1.0146664,1.291943493
2014/11/4,0.899515885,1.015133658,1.290551307
2014/11/5,0.904721728,1.015171571,1.295230261
2014/11/6,0.909676556,1.014870067,1.301322568
2014/11/7,0.912640339,1.022398648,1.288624541
2014/11/10,0.90393477,1.029259832,1.27831924
2014/11/11,0.907459459,1.033706875,1.281195369
2014/11/12,0.914128705,1.028235068,1.290863408
2014/11/13,0.906167557,1.026246569,1.281041632
2014/11/14,0.916096681,1.024245282,1.285618904
2014/11/17,0.927046147,1.023935336,1.28000947
2014/11/18,0.930503561,1.022107061,1.274644698
2014/11/19,0.934153836,1.024850402,1.265340537
2014/11/20,0.929067413,1.026135475,1.260818399
2014/11/21,0.926366663,1.024134784,1.271286919
2014/11/24,0.928083987,1.021077616,1.275990674
2014/11/25,0.934970456,1.02612727,1.287187728
2014/11/26,0.929617478,1.021755159,1.298339558
2014/11/27,0.948257412,1.019016835,1.284779556
2014/11/28,0.949365029,1.018058283,1.289549857
2014/12/1,0.949928083,1.017340445,1.280904783
2014/12/2,0.948910711,1.017896789,1.284086215
2014/12/3,0.946824735,1.023138127,1.297907876
2014/12/4,0.940530127,1.024298243,1.296749073
2014/12/5,0.940763918,1.02597166,1.294032731
2014/12/8,0.94820791,1.028505772,1.292414746
2014/12/9,0.944716838,1.026420738,1.306885472
2014/12/10,0.940586123,1.023712524,1.305311841
2014/12/11,0.926538313,1.030368109,1.296844406
2014/12/12,0.938126552,1.029742154,1.302174745
2014/12/15,0.933840542,1.029960582,1.3084657
2014/12/16,0.941154598,1.034208302,1.313378514
2014/12/17,0.94997289,1.037303914,1.324575082
2014/12/18,0.94034627,1.030316034,1.333518636
2014/12/19,0.936445207,1.033414766,1.332022768
2014/12/22,0.930566726,1.033907472,1.337183143
2014/12/23,0.908388679,1.032323742,1.338659549
2014/12/24,0.914367659,1.026404711,1.339665847
2014/12/25,0.919861723,1.023108894,1.324891276
2014/12/26,0.924823253,1.019539655,1.320122928
2014/12/29,0.919921334,1.023023006,1.333333781
2014/12/30,0.922241195,1.021067312,1.334379063
2014/12/31,0.920967805,1.020692298,1.346020822
2015/1/1,0.915712492,1.017668294,1.341862678
2015/1/2,0.908809769,1.018414727,1.33826685
2015/1/5,0.923411525,1.016522708,1.334909799
2015/1/6,0.921621534,1.020720223,1.345671661
2015/1/7,0.912648945,1.019500623,1.346496169
2015/1/8,0.912499217,1.016723379,1.346763573
2015/1/9,0.917341115,1.017865143,1.346072586
2015/1/12,0.921374041,1.017115239,1.349006286
2015/1/13,0.925974721,1.019142027,1.338391798
2015/1/14,0.927621158,1.014834415,1.342748344
2015/1/15,0.926459239,1.019264977,1.333930831
2015/1/16,0.924360876,1.018953044,1.326774825
2015/1/19,0.915125592,1.015691174,1.331780367
2015/1/20,0.895857638,1.018991231,1.335058625
2015/1/21,0.883959106,1.021123227,1.322025324
2015/1/22,0.888039197,1.025244816,1.324265794
2015/1/23,0.896263479,1.027520366,1.332691254
2015/1/26,0.896516561,1.022683552,1.331400942
2015/1/27,0.90529883,1.022340277,1.323344378
2015/1/28,0.906209949,1.025642229,1.317698902
2015/1/29,0.90312086,1.024435263,1.316722962
2015/1/30,0.900964802,1.025728023,1.296627375
2015/2/2,0.90592456,1.02746189,1.301819644
2015/2/3,0.911338339,1.022196716,1.292708976
2015/2/4,0.916495519,1.020789107,1.299860491
2015/2/5,0.921510371,1.019619831,1.294979976
2015/2/6,0.93464499,1.012461402,1.283082318
2015/2/9,0.940326419,1.011424566,1.28652458
2015/2/10,0.937200659,1.005344135,1.281980217
2015/2/11,0.939396876,1.009895193,1.288335593
2015/2/12,0.945822707,1.004011772,1.289294046
2015/2/13,0.950753496,1.003723303,1.287711325
2015/2/16,0.940435046,1.005271122,1.267545552
2015/2/17,0.944898639,1.002533538,1.259643284
2015/2/18,0.928902101,1.00481809,1.255244767
2015/2/19,0.923804993,1.002396142,1.246984415
2015/2/20,0.919389012,0.998877756,1.2391894
2015/2/23,0.907756846,1.000214599,1.234389908
2015/2/24,0.906901592,1.002433107,1.225097419
2015/2/25,0.904047246,1.002886443,1.228398572
2015/2/26,0.893460906,1.003690435,1.227220119
2015/2/27,0.905133751,1.00057539,1.221820339
2015/3/2,0.887076271,1.001680115,1.224560699
2015/3/3,0.885220536,1.001621015,1.212684654
2015/3/4,0.88310705,1.001120274,1.208346062
2015/3/5,0.88689647,0.997581064,1.207352673
2015/3/6,0.895958897,0.999049547,1.206378955
2015/3/9,0.886361331,1.002335854,1.218151035
2015/3/10,0.883434299,1.002281852,1.206439166
2015/3/11,0.888571058,1.005660465,1.192108721
2015/3/12,0.907591804,1.005576294,1.18885467
2015/3/13,0.916598012,1.003936502,1.18382273
2015/3/16,0.921663434,1.001519309,1.193829396
2015/3/17,0.915931991,0.996523912,1.195273017
2015/3/18,0.925745677,0.998611003,1.20684612
2015/3/19,0.926478028,0.999331795,1.205178227
2015/3/20,0.923449906,0.995825833,1.215314599
2015/3/23,0.924337741,0.994395203,1.207114223
2015/3/24,0.920531265,0.993248786,1.203152841
2015/3/25,0.915149373,0.992684669,1.193431005
2015/3/26,0.909036702,0.988992953,1.194708437
2015/3/27,0.915081354,0.988033252,1.181440665
2015/3/30,0.92796491,0.989150199,1.180515144
2015/3/31,0.921040093,0.991463325,1.185533735
2015/4/1,0.938461167,0.997774889,1.188514401
2015/4/2,0.952705225,0.99409083,1.183205055
2015/4/3,0.949240615,0.995044553,1.190669787
2015/4/6,0.949304955,0.991087431,1.199982271
2015/4/7,0.941773228,0.991827228,1.20192725
2015/4/8,0.940366594,0.993665191,1.217666759
2015/4/9,0.946851556,0.994562045,1.225521347
2015/4/10,0.931295187,0.997413604,1.220751283
2015/4/13,0.926307995,0.994563584,1.210525151
2015/4/14,0.925963252,0.992875078,1.215878117
2015/4/15,0.922647434,0.990989077,1.209450401
2015/4/16,0.913586548,0.988089261,1.214127741
2015/4/17,0.912221855,0.989580622,1.198446863
2015/4/20,0.89779357,0.992796464,1.197094853
2015/4/21,0.902120566,0.991425404,1.19983486
2015/4/22,0.897991392,0.992214915,1.204427374
2015/4/23,0.880119593,0.991815328,1.191809119
2015/4/24,0.879955538,0.990061603,1.191291777
2015/4/27,0.88912788,0.994605932,1.19303026
2015/4/28,0.886131224,0.996205064,1.188313471
2015/4/29,0.873672993,1.002385387,1.197461292
2015/4/30,0.871721917,0.99711335,1.190235009
2015/5/1,0.875748043,0.99658733,1.182389159
2015/5/4,0.877288056,0.994250039,1.176209289
2015/5/5,0.890389234,0.988505785,1.165825224
2015/5/6,0.895833027,0.986543829,1.163248311
2015/5/7,0.89407377,0.989083394,1.167369864
2015/5/8,0.894411892,0.98707608,1.159136551
2015/5/11,0.898379176,0.995212683,1.153081349
2015/5/12,0.889114193,0.997945286,1.165965835
2015/5/13,0.89867408,0.994285639,1.175977217
2015/5/14,0.902934069,0.994077398,1.173620972
2015/5/15,0.899417771,0.998388683,1.17300234
2015/5/18,0.891611929,1.004155033,1.176556393
2015/5/19,0.895270776,1.000764512,1.165905937
2015/5/20,0.898590258,1.00176006,1.168618251
2015/5/21,0.881311304,1.001879604,1.16621024
2015/5/22,0.873093806,1.003419966,1.164662777
2015/5/25,0.875002886,1.003543445,1.165404125
2015/5/26,0.869138708,1.001920964,1.165447817
2015/5/27,0.870468431,1.008060958,1.16463626
2015/5/28,0.86303044,1.00563185,1.162589553
2015/5/29,0.88718657,1.00327024,1.147505805
2015/6/1,0.878149462,1.002729278,1.155449583
2015/6/2,0.886855554,0.996538912,1.160634394
2015/6/3,0.888551871,0.993800864,1.159471122
2015/6/4,0.884602219,0.993102298,1.15870361
2015/6/5,0.864982692,0.994320253,1.159478354
2015/6/8,0.856435479,0.991140775,1.151970094
2015/6/9,0.851286642,0.987249619,1.160918517
2015/6/10,0.860962602,0.988713777,1.158727388
2015/6/11,0.861681272,0.987687929,1.1566327
2015/6/12,0.858370084,0.986087267,1.145284583
2015/6/15,0.860352639,0.982086385,1.138841315
2015/6/16,0.870500153,0.979023302,1.134910313
2015/6/17,0.873198319,0.978831659,1.125302775
2015/6/18,0.872444377,0.979057647,1.126760669
2015/6/19,0.881549848,0.974254901,1.137574965
2015/6/22,0.889390297,0.980586664,1.144407443
2015/6/23,0.894784052,0.975903491,1.154566256
2015/6/24,0.886148342,0.970316948,1.16036238
2015/6/25,0.878758398,0.978647152,1.162422319
2015/6/26,0.860598094,0.985825238,1.172560818
2015/6/29,0.852226363,0.981529276,1.15526689
2015/6/30,0.847779223,0.97925229,1.151390919
2015/7/1,0.841958945,0.979470156,1.149630557
2015/7/2,0.842809199,0.980682113,1.155263616
2015/7/3,0.856863797,0.982618958,1.155926368
2015/7/6,0.865837325,0.977749613,1.15513127
2015/7/7,0.858890262,0.982079464,1.166641759
2015/7/8,0.851646031,0.983914674,1.174092234
2015/7/9,0.84752148,0.984487079,1.181549763
2015/7/10,0.858504817,0.982963082,1.186298576
2015/7/13,0.871782892,0.981858458,1.183190578
2015/7/14,0.867242697,0.978199923,1.182097242
2015/7/15,0.866486736,0.97821023,1.185565718
2015/7/16,0.862314909,0.978561226,1.18546382
2015/7/17,0.86863195,0.982642448,1.190302566
2015/7/20,0.854851742,0.986550044,1.199792452
2015/7/21,0.86096569,0.986692629,1.193193818
2015/7/22,0.851121997,0.9871121,1.198610349
2015/7/23,0.858277573,0.98935304,1.182457944
2015/7/24,0.855934197,0.988186173,1.178089796
2015/7/27,0.857702829,0.988095334,1.179291268
2015/7/28,0.858696584,0.981101251,1.172899701
2015/7/29,0.863580038,0.98164453,1.183254713
2015/7/30,0.842777969,0.978977454,1.18996714
2015/7/31,0.829705876,0.978778769,1.194550236
2015/8/3,0.817353106,0.980779047,1.197648721
2015/8/4,0.822279449,0.982839309,1.205388946
2015/8/5,0.83224943,0.984397969,1.205143519
2015/8/6,0.830678379,0.984311619,1.217337005
2015/8/7,0.82443605,0.984688264,1.233079633
2015/8/10,0.814928701,0.981139732,1.243209734
2015/8/11,0.812005551,0.981995643,1.248989041
2015/8/12,0.807889057,0.980859751,1.248792578
2015/8/13,0.815458958,0.984497472,1.247326123
2015/8/14,0.816747711,0.98710727,1.254506509
2015/8/17,0.807368061,0.98581702,1.246357575
2015/8/18,0.81578929,0.981672551,1.24935424
2015/8/19,0.814791182,0.979785301,1.231588117
2015/8/20,0.813560343,0.979760178,1.234271732
2015/8/21,0.814786665,0.976641431,1.229253709
2015/8/24,0.821514683,0.98221901,1.239366035
2015/8/25,0.818284905,0.989591357,1.247736605
2015/8/26,0.815446948,0.988991851,1.228560102
2015/8/27,0.809285373,0.989959399,1.228175576
2015/8/28,0.802507256,0.990030819,1.230763544
2015/8/31,0.800172695,0.987657922,1.236452015
2015/9/1,0.801683039,0.986346992,1.242722592
2015/9/2,0.808773278,0.985855589,1.24271519
2015/9/3,0.800759607,0.986612261,1.239283824
2015/9/4,0.794695297,0.985065673,1.228891945
2015/9/7,0.79511293,0.988917284,1.239067691
2015/9/8,0.797719586,0.989630979,1.2440218
2015/9/9,0.797537958,0.98978665,1.240110431
2015/9/10,0.79448622,0.996187568,1.239382639
2015/9/11,0.802047192,0.999376372,1.240422452
2015/9/14,0.797487803,0.995595181,1.22908724
2015/9/15,0.799265638,0.994508334,1.217875479
2015/9/16,0.80214843,0.995555062,1.222745614
2015/9/17,0.805314755,0.99484568,1.221702494
2015/9/18,0.805312733,0.991191706,1.218876777
2015/9/21,0.798895316,1.000317766,1.229977289
2015/9/22,0.79222036,1.002340151,1.240831421
2015/9/23,0.801252452,1.000719644,1.255332826
2015/9/24,0.796269469,1.009537511,1.259524894
2015/9/25,0.800895837,1.013658218,1.256281969
2015/9/28,0.799659334,1.012130896,1.256803701
2015/9/29,0.798831773,1.009058689,1.265083674
2015/9/30,0.800453244,1.011946548,1.26531163
2015/10/1,0.804133722,1.012648843,1.272573132
2015/10/2,0.791829985,1.0195536,1.283516883
2015/10/5,0.781276368,1.022900799,1.285346352
2015/10/6,0.773587859,1.018352888,1.291019426
2015/10/7,0.768536504,1.012496653,1.295829227
2015/10/8,0.773111298,1.010957207,1.290099665
2015/10/9,0.763841229,1.011262908,1.277786216
2015/10/12,0.769641906,1.012742371,1.274145129
2015/10/13,0.755439631,1.015373531,1.273281998
2015/10/14,0.754578312,1.019193683,1.284140753
2015/10/15,0.746508148,1.023707396,1.28949336
2015/10/16,0.74280497,1.021484421,1.280358931
2015/10/19,0.736346889,1.027073087,1.286401399
2015/10/20,0.726261001,1.029204088,1.289263127
2015/10/21,0.71733994,1.028629597,1.285175093
2015/10/22,0.702916079,1.02768942,1.290965351
2015/10/23,0.702508108,1.022972175,1.289433964
2015/10/26,0.699179734,1.019902132,1.285618795
2015/10/27,0.70201211,1.023358327,1.292404297
2015/10/28,0.715507302,1.024637875,1.275683205
2015/10/29,0.717191748,1.023757802,1.278232361
2015/10/30,0.711976472,1.025927509,1.271459721
2015/11/2,0.713358049,1.02658687,1.269382672
2015/11/3,0.70269779,1.025372449,1.265957829
2015/11/4,0.698464241,1.024918108,1.25695679
2015/11/5,0.707388206,1.025967238,1.253838408
2015/11/6,0.710935132,1.021605373,1.249755284
2015/11/9,0.710733056,1.016336322,1.247998457
2015/11/10,0.709162201,1.013805113,1.228111953
2015/11/11,0.721196059,1.011182926,1.222575669
2015/11/12,0.712687793,1.012371857,1.217656696
2015/11/13,0.72135321,1.014326259,1.219254068
2015/11/16,0.725254716,1.008650569,1.215369248
2015/11/17,0.722754938,1.008179432,1.224919813
2015/11/18,0.714901148,1.009813574,1.229884052
2015/11/19,0.71495147,1.008277191,1.236382291
2015/11/20,0.716125259,1.010864412,1.233143459
2015/11/23,0.719354221,1.011521721,1.227685017
2015/11/24,0.7079169,1.01234792,1.231136706
2015/11/25,0.70225967,1.019166553,1.242023985
2015/11/26,0.712724875,1.019377344,1.232246281
2015/11/27,0.695919087,1.021001436,1.23701105
2015/11/30,0.685684856,1.015011173,1.222281299
2015/12/1,0.677992694,1.013743685,1.214851
2015/12/2,0.673382686,1.017178268,1.219144232
2015/12/3,0.673692764,1.018771469,1.220583235
2015/12/4,0.669443269,1.018721814,1.21354944
2015/12/7,0.660440264,1.02098204,1.222550165
2015/12/8,0.665212026,1.021622328,1.237202751
2015/12/9,0.666044253,1.019067613,1.225862332
2015/12/10,0.672485563,1.013908973,1.212135361
2015/12/11,0.669163173,1.017505665,1.213893925
2015/12/14,0.671410647,1.011093642,1.206280155
2015/12/15,0.662087794,1.015972091,1.210021371
2015/12/16,0.661426196,1.015928385,1.223895904
2015/12/17,0.662813946,1.021078978,1.227341359
2015/12/18,0.660007624,1.025436134,1.231440082
2015/12/21,0.678104125,1.017990589,1.232233419
2015/12/22,0.667863954,1.021365098,1.235939363
2015/12/23,0.66511133,1.021302738,1.244070806
2015/12/24,0.660500407,1.021775949,1.234744162
2015/12/25,0.662135093,1.024691694,1.241623647
2015/12/28,0.663614514,1.021652691,1.23921832
2015/12/29,0.668872899,1.021415961,1.227776154
2015/12/30,0.669612551,1.029398379,1.233214917
2015/12/31,0.66427309,1.030735073,1.227712081
2016/1/1,0.66428193,1.035601,1.223594968
2016/1/4,0.667985751,1.038959623,1.217410895
2016/1/5,0.666321458,1.038399431,1.22822144
2016/1/6,0.666634423,1.035505762,1.241307842
2016/1/7,0.671485729,1.034803393,1.247928325
2016/1/8,0.664474031,1.036000369,1.256240407
2016/1/11,0.661949013,1.035587852,1.251077322
2016/1/12,0.664472944,1.035521485,1.2578715
2016/1/13,0.67147977,1.03472145,1.281549294
2016/1/14,0.666211594,1.039692844,1.300787668
2016/1/15,0.662466735,1.039331752,1.284327755
2016/1/18,0.667048141,1.03466243,1.286388458
2016/1/19,0.671443747,1.036172522,1.292986692
2016/1/20,0.677479303,1.030441419,1.292628215
2016/1/21,0.675682352,1.031820785,1.294877072
2016/1/22,0.685933798,1.030679212,1.287876511
2016/1/25,0.687168104,1.028393144,1.262562159
2016/1/26,0.692119613,1.024563118,1.266469978
2016/1/27,0.6915038,1.022505036,1.278482312
2016/1/28,0.695868634,1.01801307,1.263990377
2016/1/29,0.698982427,1.017071108,1.25408667
2016/2/1,0.693711017,1.020226489,1.250332365
2016/2/2,0.698180274,1.020495213,1.242391768
2016/2/3,0.701035628,1.01940941,1.250224875
2016/2/4,0.687760003,1.021384511,1.258984867
2016/2/5,0.678794626,1.021150791,1.260029447
2016/2/8,0.685873422,1.020910227,1.256801312
2016/2/9,0.679294059,1.013232246,1.248365539
2016/2/10,0.67575877,1.013033093,1.246123021
2016/2/11,0.678266331,1.013672098,1.243631514
2016/2/12,0.677513509,1.016476184,1.233360675
2016/2/15,0.670444834,1.017233272,1.223427888
2016/2/16,0.684055125,1.012083564,1.228606777
2016/2/17,0.684532014,1.014156982,1.236481636
2016/2/18,0.679352021,1.015390603,1.232447438
2016/2/19,0.682082233,1.018264841,1.235496809
